text,department,intent
@mayor Reporting total failure of illegal massive encroachment on footpaths in entire IT sector plz fix immediately,revenue,complaint
hello info needed urgently: get a birth certificate registration done any direct link? anyone?,health,query
every single day same painful issue: horrible infra gutter floating on streets pure sewage in entire it sector solve it officially,sewerage,complaint
worst city management gutter floating on streets pure sewage all over this garbage city solve it officially,sewerage,complaint
"dear sir/madam, what is the procedure to find garbge truck daily timing plz tell bro anyone? !!!",solid_waste,query
i want to know complaint no 992a is abhi tak solve nahi kiya solve this asapp ??,revenue,status_check
track service request sr- req-012 is pending since 3 weeks kab hoga finally?,solid_waste,status_check
@bmc reporting total failure of illegal massive encroachment on footpaths in entire it sector wtf administration !!!,revenue,complaint
"dear sir, arrange daily road sweeping service near public park paying heavy taxes for this",solid_waste,service_request
someone come quick live high tension wire snapped and fell right now!! do something quick,electricity,emergency
question: kaha se find garbage truck daily timing kidhar milega form? anyone? ??,solid_waste,query
Immediate action needed gas leakage smelling heavily right here jaldi aao pls,disaster_management,emergency
mcd plz live high tension wire snapped and fell right now!! jaldi aao pls,electricity,emergency
plz tell reference id bmc-1929 is waiting for 1 month straight @bmc ??,disaster_management,status_check
question: kaha se file wter tax arrears plz tell bro anyone? !!!,water_supply,query
"dear sir/madam, kaha se get a birth certificate registration done plz. anyone?",health,query
check complaint id 992a is abhi tak solve nahi kiya plz help !!!,electricity,status_check
pls send team fast glae mein paani bhar gaya hai log doob rahe near dadar station kuch karo bhagwan ke liye,disaster_management,emergency
hello we need tree pruning and heavy branch cutting nagar kindly do it.,parks,service_request
kya hua grievance ticket bmc-1929 is abhi tak solve nahi kiya kuch karo iska,solid_waste,status_check
to ward officer: i am formally applying for dead animal carcass pickup ward 10 paying heavy taxes for this,health,service_request
hello application submitted for daily road sweeping service nagar kindly do it.,solid_waste,service_request
pls send team fast current lag raha hai nange taar se at our residential society bachao !!!,electricity,emergency
hello arrange dead animal carcass pickup main road kindly do it. !!!,health,service_request
Every single day same painful issue: Horrible infra kachra gaadi hasn't come for a week entire ward 4 solve it officially,solid_waste,complaint
@mayor horrible infra sadak pe itne gaddhe hai gaadi chalana muskil all over this garbage city we are paying taxes for what? !!!,roads,complaint
"Listen here, Horrible infra zero water supply since 4 straight days right outside my house door plz fix immediately",water_supply,complaint
horrible infra garbage dump overflowing smelling like hell in entire it sector shameful reality !!!,solid_waste,complaint
status of service request sr- 8902 is abhi tak solve nahi kiya kuch karo iska,water_supply,status_check
@corporator plz provide pest control chemical spraying at laut gate paying heavy taxes for this,health,service_request
i want to know application number 992a is no reply from officials why delay?,health,status_check
@corporator i am formally applying for malba and construction debris lifting from pavement immediately kindly do it.,solid_waste,service_request
bhai chhat gir gayi log dab gaye in bandra do something quick,disaster_management,emergency
Status of complaint no 45928 is not resolved yet on portal kab hoga finally? !!!,health,status_check
@pmcpune where can i file water tax arrears plz tell bro !!!,water_supply,query
please arrange mosquito fogging in entire residential society at laut gate thanks in advance. !!!,health,service_request
help! aag lag gayi hai 3rd floor mein immediately save us!!,disaster_management,emergency
kaise kr check ward map zoning restrictions help desk number? thanks,revenue,query
"Dear Sir, Please arrange choked sewage tank machine cleaning here paying heavy taxes for this",sewerage,service_request
@pmcpune kaise kare apply for death certificate duplicate plz. thanks,health,query
check service request sr- 8902 is stuck in processing department plz help,roads,status_check
Every single day same painful issue: I am extremely angry street lights totally dead pitch black all over this garbage city solve it officially,electricity,complaint
Help! massive fire outbreak near transformer near dadar station do something quick ??,disaster_management,emergency
plz sir status of complaint ID BMC-1929 is abhi tak solve nahi kiya kab hoga finally?,parks,status_check
@mayor worst city management garbage dump overflowing smelling like hell all over this garbage city do ur goddamn job ??,solid_waste,complaint
@corporator Require drinking water tanker delivery immediately very urgent request.,water_supply,service_request
hey bmc kaise kare get a birth certificate registration done kidhar milega form? ??,health,query
urgent: fatal accident multiple injured right now!! save us!!,roads,emergency
bhai gas leakage smelling heavily right here save us!! !!!,disaster_management,emergency
someone come quick aag lag gayi hai 3rd floor mein at mg road kuch karo bhagwan ke liye,disaster_management,emergency
🚨 huge rabid dog attacked kids immediately ambulance need urjent,health,emergency
To ward officer: Please provide choked sewage tank machine cleaning in sector 5 plz.,sewerage,service_request
hello can someone tell me contact the local ward officer or corporator ? thanks,revenue,query
CRITICAL glae mein paani bhar gaya hai log doob rahe ward 15 danger alert!,disaster_management,emergency
Hey bmc Where can I property tax penalty due date urgent question!! thanks,revenue,query
Hey bmc kaha se property tax penalty due date urgent question!! ??,revenue,query
Please tell application number 992A is no reply from officials plz help,water_supply,status_check
hello i need info on apply for death certificate duplicate ? fast reply needed,health,query
every single day same painful issue: kyahai yeh mcd illegal massive encroachment on footpaths right outside my house door shameful reality,revenue,complaint
huge rabid dog attacked kids ward 15 ambulance need urjent,health,emergency
MCD plz fatal accident multiple injured right here jaldi aao pls,roads,emergency
hello arrange daily road sweeping service ward 10 paying heavy taxes for this,solid_waste,service_request
CRITICAL sparking transformer se aag lagri at mg road jaldi aao pls,electricity,emergency
